,round,equipment_value_team_t,equipment_value_team_ct,ct_score_LR,t_score_LR,map_name,winner_side
0,1.0,4250.0,4450.0,,,de_cache,0.0
1,2.0,2100.0,18800.0,1.0,0.0,de_cache,0.0
2,3.0,21200.0,28150.0,2.0,0.0,de_cache,0.0
3,4.0,16650.0,29250.0,3.0,0.0,de_cache,0.0
4,5.0,7550.0,26100.0,4.0,0.0,de_cache,0.0
5,6.0,26250.0,28500.0,5.0,0.0,de_cache,1.0
